,Model,train_data,test_data,Balanced Accuracy,Balanced Accuracy Avg,Balanced Accuracy Std,ROC AUC,ROC AUC Avg,ROC AUC Std,F1 Score,F1 Score Avg,F1 Score Std,F0 Score,F0 Score Avg,F0 Score Std,AU-PR-C,AU-PR-C Avg,AU-PR-C Std,Precision 1,Precision 1 Avg,Precision 1 Std,Recall 1,Recall 1 Avg,Recall 1 Std
10,knn_model,Dreher 2016,Outter Clusters,"[0.5111364442544928, 0.5111102527207889, 0.5112500237841803, 0.5110910794499551, 0.5098114903973054, 0.5105170756697962, 0.5088273751362725, 0.510019438870924, 0.5105553715576432, 0.5087796269244699]",0.5103098178765829,0.0008828016412576753,"[0.5329893728471078, 0.5284333667458927, 0.5471934862023773, 0.5319721584831482, 0.5290821405120281, 0.5483646008830219, 0.5360466428771604, 0.526304850727277, 0.5378451880465485, 0.537210389737073]",0.5355442197061635,0.007108910539976858,"[0.11502266679047657, 0.11899902359685047, 0.1203390439894296, 0.11705253484126693, 0.11913155575197647, 0.11916870046124223, 0.12297491658744389, 0.11098730219129552, 0.1122798400216202, 0.11469618421293667]",0.11706517684445386,0.00357353982217802,"[0.699145400525264, 0.69473740522748, 0.6949998977921739, 0.6941427437196528, 0.6758069167444329, 0.6867770252882149, 0.6652637356303763, 0.6876085030331416, 0.6959617667686138, 0.6724391957743017]",0.6866882590503651,0.011008742436791778,"[0.5000582101638442, 0.5011239962949419, 0.5092215492893382, 0.503380790207146, 0.5187545476404494, 0.5160871825316857, 0.5298038419115194, 0.5074341030024727, 0.503489435014175, 0.524953107698304]",0.5114306763753876,0.009899641233354746,"[0.5624565261291987, 0.5621201042843743, 0.5614624383717204, 0.5645156377621156, 0.5686143778047317, 0.5634761162544679, 0.5662951758194052, 0.5671973692075742, 0.5621024188097359, 0.5690017527892945]",0.5647241917232618,0.0027028349602615507,"[0.06407280809376356, 0.06654596701895198, 0.06739338846339411, 0.0652983895246654, 0.06654306896180631, 0.06663647306800709, 0.0689774338379493, 0.06151381975718022, 0.06237048783466628, 0.06381782029797507]",0.06531696568583593,0.002222763879930854
11,gaussianNB_model,Dreher 2016,Outter Clusters,"[0.5021855007141864, 0.5026471157561345, 0.5026484955878507, 0.502771140522732, 0.5022984304743414, 0.502328935143879, 0.502109326438203, 0.5025677083875795, 0.5023606608739128, 0.5018291714957102]",0.502374648539453,0.00027486743588176274,"[0.5021855007141864, 0.5026471157561345, 0.5026484955878507, 0.502771140522732, 0.5022984304743414, 0.5023289351438791, 0.502109326438203, 0.5025677083875795, 0.5023606608739128, 0.5018291714957102]",0.502374648539453,0.0002748674358817609,"[0.04123772807640044, 0.04200906969471663, 0.04213973468916173, 0.04171113111455639, 0.039987018991011675, 0.04016337029044348, 0.04102779855397656, 0.04027056240930753, 0.04092054552973476, 0.04030091528152241]",0.040976787463083156,0.0007502009665701782,"[0.7016979088622615, 0.6981645552219609, 0.6985126350950728, 0.697426047277822, 0.6799463579724421, 0.6905764843562318, 0.6703477959288444, 0.6907796900928145, 0.6987649970664799, 0.6761700037558414]",0.690238647562977,0.01042526596772795,"[0.4895997787707714, 0.5000780522638562, 0.4996109355749172, 0.5032420493160085, 0.5182984535365115, 0.506234951232019, 0.5253819518028884, 0.5096147887391662, 0.49595304947293883, 0.5139678220466135]",0.5061981832755691,0.01027877283192143,"[0.5121070336391438, 0.5285610699323235, 0.5279619805481874, 0.5338854000585689, 0.5441544638639584, 0.5322706867481023, 0.5475632848315727, 0.5390054298996054, 0.5213578088578088, 0.5330085369244018]",0.5319875695303673,0.009903457300107223,"[0.02148440344368889, 0.021877950230743917, 0.02195041902639332, 0.021709058858064803, 0.02075625036622546, 0.020870945903437126, 0.021312392035719663, 0.02092094169401941, 0.021298950911592947, 0.02094240324445313]",0.021312371571433866,0.0004133208178610374
12,rf_model,HiTEA 2024,Outter Clusters,"[0.501100731056509, 0.5, 0.5012832938483176, 0.5002798235754344, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5004847620790489]",0.500314861055931,0.0004669446028305839,"[0.5897191744178811, 0.5535185185270632, 0.5813080842808049, 0.5655862180268013, 0.5672983094128498, 0.5749383997604023, 0.5769030978877068, 0.5675042942112428, 0.5814743614427396, 0.5626642247832006]",0.5720914682750692,0.010174181627146523,"[0.006906095850472003, 0.0, 0.009436484826345282, 0.0016865302451090623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0026016260162601626]",0.0020630736938186513,0.0032216690908384027,"[0.6840128107805488, 0.6514937460996588, 0.655646348696745, 0.6554772652188867, 0.6533575368690197, 0.6633714100058522, 0.6617814278636076, 0.6793448799262753, 0.6779655701509314, 0.6544135837263161]",0.6636864579337842,0.011572974853920198,"[0.5467498479724199, 0.5463204575287122, 0.5660984662452504, 0.5531030468841943, 0.5521454281062061, 0.5499519836179645, 0.5470473727820145, 0.5225559845028966, 0.535437573125144, 0.5450988928645772]",0.5464509053629378,0.010814405198858821,"[0.717391304347826, 0.0, 0.6455284552845528, 0.375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4]",0.2137919759632379,0.2783724448061049,"[0.0034697564581152177, 0.0, 0.004778525915886684, 0.0008451656524678837, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0013050570962479609]",0.0010398505122717746,0.001627209511196786
13,gradient_boosting_model,HiTEA 2024,Outter Clusters,"[0.5075634181856559, 0.5102250177196733, 0.5101837915349806, 0.5114167784683907, 0.5115856936576839, 0.5073041649430136, 0.5121768291943338, 0.503585805709797, 0.5054801015741011, 0.5099790021221902]",0.5089500603109819,0.00270364972618167,"[0.5423548309345374, 0.5516934028989668, 0.553885808798644, 0.5511907619836998, 0.557190252108254, 0.5421489793569577, 0.5491782722203038, 0.5376426133440169, 0.5399542718235366, 0.5578848069437548]",0.5483124000412672,0.006922131452773955,"[0.17648784410791987, 0.18206079711932416, 0.1800402608401538, 0.17998220304502288, 0.18280417649600272, 0.17499937016602424, 0.17286159816397817, 0.1781992835864773, 0.1742701923731289, 0.18187257575676713]",0.17835783016547993,0.0033618914933037573,"[0.664377170006375, 0.6364802966409773, 0.6405404818473774, 0.6415706332263575, 0.6394390881893797, 0.6457286877844072, 0.6495374997458194, 0.6556893961098631, 0.6573513282075809, 0.6388234942438655]",0.6469538076002003,0.008936138041983706,"[0.5162639195928127, 0.5607639673328759, 0.5582126161989993, 0.5558365510866994, 0.5639370163454718, 0.5394978855096593, 0.5493344626403136, 0.5171325810266629, 0.5198272137590554, 0.5604867220601351]",0.5441292935552686,0.01848366829998168,"[0.5205785655455053, 0.5687544879544277, 0.5647485265731177, 0.5727011311304938, 0.5741368788142982, 0.5407435903238216, 0.5730937950937951, 0.5043247645505093, 0.513847775216804, 0.564297287391285]",0.5497226802594057,0.025978181768174617,"[0.10645325969140512, 0.10837769716013518, 0.10709257501938568, 0.10689813966917443, 0.1087254277895669, 0.10440103840993939, 0.10178520134805677, 0.10852854600826352, 0.10500361074269834, 0.1084091951494788]",0.10656746909881043,0.002134918537222199
14,lr_model,HiTEA 2024,Outter Clusters,"[0.5707104993864629, 0.5745087290673248, 0.5734563093160923, 0.5742204190725132, 0.5750451874443101, 0.5678950810917835, 0.5761788162461414, 0.5707980260164182, 0.5728406792330003, 0.5734510804068772]",0.5729104827280923,0.0023358294346117283,"[0.5786934309056981, 0.5845242732964226, 0.5844298472367517, 0.5842290401916935, 0.5838808465784397, 0.5748550876186034, 0.5851294595183559, 0.5747585036464016, 0.5799557501516415, 0.5844524687642807]",0.5814908707908288,0.003906401293930326,"[0.5136926289699497, 0.5428170698015422, 0.5327247156435821, 0.544517575158846, 0.5422875787793484, 0.5392590679260179, 0.5388869509272997, 0.5272144937974538, 0.5254015543643538, 0.5351777356333833]",0.5341979371001777,0.009184614604484683,"[0.6208302332995781, 0.5969041267891453, 0.6034908691554043, 0.5963269922911987, 0.5989781942342712, 0.5923893457971203, 0.6053030686075942, 0.6107963653769883, 0.6132219166260782, 0.601169647849769]",0.6039410760027148,0.00832872586016773,"[0.5429849703944121, 0.5797243230360294, 0.5753655589925515, 0.575347985157868, 0.5777502322290815, 0.5604790315839192, 0.5718674874131282, 0.54384831128518, 0.5502362546350041, 0.577377952805499]",0.5654982107532673,0.014008056528096585,"[0.5696503720905705, 0.6056810553164635, 0.6030639312895743, 0.6000739731008029, 0.6044128836683349, 0.5811741155336335, 0.5968177602679631, 0.5689553824606914, 0.5747652002159281, 0.6038212367270179]",0.590841591067098,0.014571143658770467,"[0.4693945810646585, 0.49232565554717445, 0.47755042384671187, 0.49983975803974867, 0.49206982912017394, 0.5030115772724112, 0.492445695600923, 0.4912301961370126, 0.4861731066013024, 0.48141155332849184]",0.4885452376558609,0.009644314841646231
15,mlp_model,HiTEA 2024,Outter Clusters,"[0.5121057653902088, 0.5199976443576719, 0.5190289264867531, 0.5171028957424526, 0.5207117758196174, 0.5164714212442538, 0.5124922440961526, 0.5146818934904875, 0.5104388280484249, 0.5178762693894761]",0.5160907664065498,0.0033521106603742632,"[0.521734445313154, 0.5312214013485461, 0.5283738918843255, 0.5270989593969884, 0.5312603780183772, 0.5262797472992189, 0.522544335802921, 0.5227826527075541, 0.5199315609555852, 0.5290690585040033]",0.5260296431230674,0.003854609224602643,"[0.5438502898901945, 0.5659665227022848, 0.5624506555985194, 0.5614561086289684, 0.5660346097173983, 0.5545836865287114, 0.558356060268206, 0.5404856381414678, 0.5500877454504765, 0.5606746551298368]",0.5563945972056065,0.00850013514209148,"[0.4525789324100003, 0.4479390335978692, 0.44633359088075053, 0.44191822779642836, 0.4480483020056004, 0.4422557881265141, 0.4413520698900172, 0.44161264485502116, 0.4448503817160519, 0.44536449744342305]",0.44522534687216764,0.0034439187605886275,"[0.6071185659717373, 0.6413416431192969, 0.6361537399571888, 0.6366752230819799, 0.639952512863722, 0.6294741963907484, 0.6288019755271199, 0.6145432727191527, 0.6120338269412702, 0.6375959543804832]",0.62836909109527,0.011950639865177214,"[0.48781061217702104, 0.532812445007567, 0.5276734507592651, 0.5262288742254151, 0.5314575338323344, 0.516811520621707, 0.5138893846107764, 0.49704533423526664, 0.49296195900674683, 0.5284481652396658]",0.5155139279715766,0.016139617942996686,"[0.6234118870710219, 0.6211377987913577, 0.6217875460027422, 0.6221346212972463, 0.6236496879436623, 0.622267293587093, 0.6234277628405676, 0.6233687872632565, 0.6285119555151739, 0.6176026802296196]",0.6227300020541742,0.0025674507375575656
16,knn_model,HiTEA 2024,Outter Clusters,"[0.5021284294572628, 0.5040487540681158, 0.504829794477772, 0.5035347393007621, 0.5041412949042161, 0.5045933324475544, 0.5020234420355205, 0.49794089469746283, 0.49951753908755125, 0.5057327217240467]",0.5028490942200265,0.0023505460005603896,"[0.4529563485152016, 0.45418357892763495, 0.45632034026696194, 0.4543127970968166, 0.4552714334841884, 0.4509809910854704, 0.4505505499236274, 0.4426914579095709, 0.44958790751548977, 0.45951429548839423]",0.4526369700213356,0.004340656934054942,"[0.1138862309501561, 0.09373034405656519, 0.10257127344425912, 0.09143912490518721, 0.09342838062229325, 0.0939665556060434, 0.09574043345068847, 0.09962951836592679, 0.09652298205520626, 0.10123418846018467]",0.09821490319165105,0.006258218518762104,"[0.6700454512873995, 0.6439560182306503, 0.6473586763118706, 0.6475809331297966, 0.6458860835686913, 0.6559118549897751, 0.6516527523096745, 0.6636808367144749, 0.6645122968281624, 0.6471362981737927]",0.6537721201544288,0.008771933494415818,"[0.4503035601674751, 0.4794888409025251, 0.4807647987302139, 0.47630733282266857, 0.4785059230121965, 0.46514772509086333, 0.4649977695931282, 0.4392643379552941, 0.44704293830905184, 0.4836716537296692]",0.4665494880313085,0.015146386301576496,"[0.5001678091785013, 0.5596802601273541, 0.5584455742155185, 0.5504640973462354, 0.5589083048099441, 0.552654031750472, 0.5268445422343654, 0.4775585902860473, 0.48785424239586617, 0.5715971125648545]",0.534417456490916,0.03227879562559003,"[0.06438450004610208, 0.05114808949246669, 0.05652099324309438, 0.049861197426354045, 0.05097484691091431, 0.05135007878735038, 0.05269682566998725, 0.05602671021069748, 0.05377519462408906, 0.055631956370001304]",0.05423703927810569,0.004044597910064746
17,gaussianNB_model,HiTEA 2024,Outter Clusters,"[0.5293091822697222, 0.525224732912186, 0.5253911291574032, 0.5257336394813841, 0.5260926450939435, 0.5194109245802171, 0.5254063194016465, 0.5212667759819692, 0.5261437169497941, 0.5263828561190924]",0.5250361921947357,0.0026277697911723645,"[0.5293091822697222, 0.525224732912186, 0.5253911291574032, 0.5257336394813841, 0.5260926450939435, 0.5194109245802172, 0.5254063194016465, 0.5212667759819692, 0.5261437169497941, 0.5263828561190924]",0.525036192194736,0.0026277697911723406,"[0.5840823951829653, 0.616169330082615, 0.609507957146356, 0.6115116816676467, 0.6149606972879806, 0.6036455766122975, 0.6078867071667338, 0.5899069483454464, 0.5919875069227416, 0.6120733736128773]",0.6041732174027661,0.01083849130166085,"[0.4392380663649754, 0.4006301396034748, 0.4100429377152751, 0.40712834035418377, 0.40351021501838447, 0.39371285209801166, 0.4056223144682242, 0.4057940429069767, 0.419507070935133, 0.4092186944102848]",0.4094404673874924,0.01176016093299651,"[0.6727103028409621, 0.7013910983823438, 0.6959982591767515, 0.6974131833953996, 0.700217992318577, 0.6903800251378768, 0.693681740267803, 0.6779833433291453, 0.6793466230604922, 0.6980617785285796]",0.6907184346437931,0.009774750208422453,"[0.5020613387093104, 0.5348125352804057, 0.5307465040056935, 0.5310184915610936, 0.5334243226908746, 0.5171922179636389, 0.5235002065507086, 0.49998444544636966, 0.5054016007974031, 0.5328081223661645]",0.5210949785371662,0.013206978089167565,"[0.6987316755265472, 0.7267200527137357, 0.7157248394816741, 0.7207695718057251, 0.7259236642522481, 0.7253366842884853, 0.7248715209112693, 0.7208997039257736, 0.7151586733490695, 0.7190667400687545]",0.7193203126323283,0.007900448226391608
18,rf_model,AZ ELN 2023,Outter Clusters,"[0.48415024603633394, 0.494130024502628, 0.4903972244106212, 0.4483947281482227, 0.48774254029810304, 0.46969689699421985, 0.48017994561862326, 0.49917864828038144, 0.4931091375237825, 0.4844564832540784]",0.4831435875066994,0.013966816804371712,"[0.4651956372721252, 0.47884592907305046, 0.4622197799340223, 0.44360959603362543, 0.47019648016088966, 0.4535452494917186, 0.46559041980597615, 0.47038304512424356, 0.45806430307706303, 0.4711764885155768]",0.46388269284882916,0.009582988398270575,"[0.5695446887450488, 0.5514630228273252, 0.5717265472849531, 0.40769663753760327, 0.5795267630511203, 0.5324909767153496, 0.5206876364497826, 0.5872700042708342, 0.5899908967228202, 0.5284846423590143]",0.5438881815963852,0.05120715557419526,"[0.2739214594158929, 0.332236988977946, 0.2802460676360666, 0.4798043261489353, 0.2543010179964812, 0.3110054439690608, 0.39204909989654224, 0.2615700326802185, 0.18621512575637317, 0.39489383764500524]",0.3166243400122522,0.08110899730446354,"[0.43972756064261326, 0.4301020495563137, 0.4265694038356108, 0.41188689583012433, 0.44188762134083404, 0.429973394946807, 0.4281150436438615, 0.4352537036657428, 0.4316475821455167, 0.4346856550913789]",0.43098489106988025,0.007886253108350864,"[0.4487954864979339, 0.43862542084119904, 0.44899260193423496, 0.39178889241569526, 0.4528788571341763, 0.43305188296215164, 0.43630789042526275, 0.4556663388959476, 0.45372609268650455, 0.444839903166785]",0.4404673366959891,0.01779685708446595,"[0.7794306159783713, 0.7469452604477487, 0.7877144715098414, 0.4323305172416345, 0.8053693303819254, 0.6998746775579769, 0.6455298556595133, 0.825770142857946, 0.8550511848857341, 0.6508813838622274]",0.7228897440382919,0.11787951571829532
19,gradient_boosting_model,AZ ELN 2023,Outter Clusters,"[0.5146858995024323, 0.520245775059853, 0.5088420982880533, 0.5370007086058954, 0.5379612389685626, 0.5377219495014367, 0.525634421563324, 0.5163463873880652, 0.5414975263486478, 0.5293364346417333]",0.5269272439868004,0.01092262643546184,"[0.5284391731764257, 0.5370021864322868, 0.5120871909935557, 0.5403361314465163, 0.5443801785865112, 0.5405072578824984, 0.5246090736308751, 0.5274409411399524, 0.5474182276031406, 0.5252859053432102]",0.5327506266234973,0.010401595463156438,"[0.49449051304709113, 0.4837525586666076, 0.5028783870591911, 0.5392582454321955, 0.5473343703992776, 0.5397654393776412, 0.5241980116975219, 0.4986246085734246, 0.5529972347516541, 0.5344702926510738]",0.5217769661655678,0.023468366831834758,"[0.5098198037523323, 0.5315167685233404, 0.48299707130644753, 0.5061614210568779, 0.5068056894397518, 0.5097458881586062, 0.5107255032478689, 0.5029744458574761, 0.5109100728415781, 0.5093794311837101]",0.5081036095367989,0.011100900746359856,"[0.467257952574886, 0.4579144391137342, 0.4487755077428047, 0.4654542596193303, 0.4874962318054561, 0.47457140922733393, 0.4620474673197913, 0.4619626358318032, 0.48675094673812624, 0.46838167795938423]",0.46806125279326505,0.01151175971453484,"[0.4683509647619757, 0.4588104581713694, 0.4591108703454556, 0.4770189213396077, 0.49371252597937404, 0.489456907424604, 0.47477599664422093, 0.4691761266057567, 0.49350701590648743, 0.48264263603503027]",0.4766562423213882,0.012367166350685016,"[0.5444085429279848, 0.5337030405538505, 0.5748189506478997, 0.6286825507948479, 0.6216017005598117, 0.6140717581656399, 0.5890960453137277, 0.5570921860601324, 0.6312999602971698, 0.6005615653978982]",0.5895336300718963,0.03384028567136219
20,lr_model,AZ ELN 2023,Outter Clusters,"[0.43420682845195213, 0.4280861361474765, 0.4338797060563785, 0.42969038831166817, 0.4380371972306208, 0.43553293825834094, 0.43012812477913376, 0.4336191673326365, 0.4414176119940827, 0.4386185651170739]",0.4343216663679364,0.004033689608211121,"[0.41187825482467266, 0.4026965976012785, 0.4107811557169001, 0.4044264352185809, 0.41663377910646476, 0.4119818033548209, 0.4071358650368632, 0.41108082790820855, 0.4200108654910143, 0.41633643403448506]",0.4112962018293289,0.005190518438119224,"[0.41360377088752737, 0.41316599943401183, 0.4195506210144222, 0.41838505299621886, 0.42159636118091337, 0.4243925499646437, 0.4085597069482605, 0.4184244143428243, 0.42885986697110845, 0.4217292798998416]",0.41882676236397726,0.005597800743054334,"[0.4527326953396368, 0.43577391742304644, 0.4445197179722613, 0.43328546421616393, 0.4525550723075368, 0.44215113565292197, 0.4487568765405229, 0.44560982412486655, 0.4502112010996955, 0.45241250979212405]",0.4458008414468776,0.006616236066850583,"[0.3979412892225671, 0.3786504610688607, 0.39456025984229715, 0.38128869913410246, 0.40274277080690923, 0.3953027971369202, 0.38868617353088963, 0.39564659119298673, 0.40293984145300366, 0.39842243864807825]",0.3936181322036615,0.00787486508870818,"[0.3944840437595591, 0.3775362954207551, 0.3922814375988367, 0.38142928001968646, 0.4008249543931928, 0.3950362190173014, 0.38376296019093226, 0.39283428065325754, 0.40313242444954095, 0.39783776196122633]",0.3919159657464289,0.008004820846526055,"[0.4351684275026545, 0.4566658801307091, 0.45095870714557446, 0.46351502157863667, 0.44466665200086136, 0.4585699382227276, 0.43693768238947517, 0.4476163122362101, 0.45861083011440484, 0.44913655385268014]",0.45018460051739345,0.008948352586124355
21,mlp_model,AZ ELN 2023,Outter Clusters,"[0.46350471665300036, 0.45339257052332305, 0.4585022072676035, 0.45581795860010943, 0.46667490425163083, 0.4595882079005422, 0.45727044728903354, 0.4587158909989635, 0.46627654155206627, 0.46190402527274466]",0.4601647470309017,0.004150255415380528,"[0.3847705368953518, 0.37520051905142604, 0.383170107086506, 0.3786410171399597, 0.392332924354051, 0.38722293221132437, 0.3780642382613499, 0.3836900915316976, 0.39628476592748224, 0.3899955830707029]",0.3849372715529851,0.006329802155120967,"[0.13382008086599353, 0.15250946495796985, 0.14393023070380093, 0.16047560556651178, 0.13698752965575778, 0.15152076226175623, 0.13546282563928616, 0.14775129281447097, 0.14909571314975426, 0.13702948813482235]",0.1448582993750124,0.008410540369984277,"[0.6367295395203298, 0.6347031026171381, 0.6325416278844589, 0.6333759155409812, 0.6395302796235947, 0.6310078914627704, 0.635853678135976, 0.6306364277719956, 0.6352323588910413, 0.6352908943462725]",0.634490171579456,0.002559881867931744,"[0.4143920416437767, 0.3994447261489825, 0.4119680847082563, 0.40500629587117215, 0.41985915826099873, 0.41628670097320347, 0.403369370805045, 0.4133471079592015, 0.4245092789522049, 0.4164528376509459]",0.4124635602973787,0.007368006896328055,"[0.3227463312368973, 0.2927592107422395, 0.30969029641340207, 0.3013380315981518, 0.3358195392203229, 0.3125430669293089, 0.29033139422365406, 0.3051395102702845, 0.3429182898640132, 0.3236356264057656]",0.313692129690404,0.016588126760527476,"[0.09532257403293454, 0.10840019090803991, 0.10256271613151208, 0.11572159047539121, 0.09465528706757777, 0.10953859337379637, 0.09716295810182134, 0.10684010698734717, 0.10802694982066093, 0.09849626112316327]",0.10367272280222446,0.006725832724948286
22,knn_model,AZ ELN 2023,Outter Clusters,"[0.4864927390611473, 0.4828839850917932, 0.48764615868354655, 0.4843993677223919, 0.4858052359385666, 0.48466217602268136, 0.48439615291159477, 0.48609295725249846, 0.4858529209177821, 0.485432032586395]",0.48536637261883975,0.001263418300309111,"[0.44414950924840213, 0.4377795865302905, 0.44198497964328987, 0.4389531830244474, 0.44756448386016, 0.4392032595670117, 0.4401614060492631, 0.44215979909755126, 0.4455869394810349, 0.446827170172044]",0.4424370316673495,0.0032888377921763755,"[0.6029612833160333, 0.5862358884308392, 0.6004313108686707, 0.5889209480232529, 0.6024425783263383, 0.597636449566907, 0.5941349896156033, 0.5999228005677619, 0.6006373930236797, 0.5987092944454677]",0.5972032936184554,0.005394115116271853,"[0.11429669977927369, 0.11220659851987473, 0.11577766768502462, 0.11476813869017752, 0.12625794950906677, 0.11837933738563139, 0.11403416777429193, 0.11605578004928442, 0.12523310511144228, 0.12273384617976982]",0.11797432906838372,0.004745814833346458,"[0.5118998952389527, 0.4989235127146253, 0.5081811651213497, 0.4986251780625494, 0.5144734283693126, 0.5052999633721824, 0.5069482156408778, 0.5096709421672547, 0.5103992142503545, 0.5103320344497015]",0.5074753549387161,0.00497039003978016,"[0.45143952847478963, 0.4345708994090274, 0.4482249636424862, 0.4371641691942859, 0.4531805451043256, 0.4470856383177848, 0.4426066247286164, 0.4486339666288718, 0.45095207816321137, 0.4485619796944521]",0.4462420393357851,0.005873055267572587,"[0.9075843505956726, 0.9014479880745244, 0.909160115762685, 0.9029394247637748, 0.8983532752047318, 0.9011168854216892, 0.9034598786977801, 0.9055472156671347, 0.8990661884063251, 0.9000066704315881]",0.9028681993025905,0.003427460520569765
23,gaussianNB_model,AZ ELN 2023,Outter Clusters,"[0.5010702285833244, 0.49983694430131786, 0.4996889696322153, 0.49793208868638306, 0.4999171691771567, 0.4978254272237753, 0.5010107040186267, 0.49908581241110006, 0.4978582157662404, 0.49965727472235766]",0.4993882834522497,0.0011445781628785787,"[0.5010702285833244, 0.49983694430131786, 0.4996889696322153, 0.49793208868638306, 0.49991716917715673, 0.49782542722377526, 0.5010107040186267, 0.4990858124111001, 0.4978582157662404, 0.49965727472235766]",0.49938828345224984,0.0011445781628785876,"[0.6283225809931587, 0.6124934831801843, 0.6229650209201916, 0.6117068972790385, 0.6284716730780651, 0.6210127223675179, 0.6210559843973715, 0.6233059967350254, 0.6232495647154301, 0.62397516378753]",0.6216559087453513,0.005356872968387247,"[0.015190953161905947, 0.02119320119398839, 0.02049906749681077, 0.02883064231715325, 0.02387552022312381, 0.028365380092437664, 0.014901395265620624, 0.022759661509342985, 0.035812030687735634, 0.02436183467895004]",0.023578968662706912,0.006019522115621564,"[0.7281181036776588, 0.7187369710380394, 0.7243391229320988, 0.7170156776471645, 0.7270989493406013, 0.7219806212283981, 0.7242406944179691, 0.7241802393957362, 0.7225486902667912, 0.7245782859142084]",0.7232837355858666,0.0032347516126890294,"[0.4592472326317749, 0.4437114487092002, 0.45471039914594114, 0.4445191254436314, 0.46088061249584655, 0.4542984506216796, 0.45151443238427935, 0.4556607548070648, 0.4575657647705656, 0.4562851053335936]",0.4538393326343577,0.005457340799413408,"[0.9944479144260562, 0.9888613631578403, 0.9889178874047759, 0.9809973924430191, 0.9876029926428391, 0.9810217095654714, 0.9944776990799741, 0.9864532851902763, 0.9770606344557112, 0.9868106580505676]",0.9866651536416532,0.005372799511467761
24,rf_model,Roche 2023,Outter Clusters,"[0.5948264264509855, 0.6001642151926203, 0.5967532824741382, 0.5988352125502653, 0.5903105532881441, 0.6045857983112348, 0.5931860780167415, 0.5924763571076832, 0.6006210116856634, 0.5923860426819325]",0.5964144977759409,0.004317871383660758,"[0.58689746224928, 0.6023505851148953, 0.5863075949501431, 0.5946251292126048, 0.585497103530197, 0.5924775991038689, 0.5825850793537857, 0.5819711079202325, 0.5937103023260192, 0.5825163787952063]",0.5888938342556231,0.006329154775820021,"[0.4465286538877482, 0.446815908598179, 0.43461198520858113, 0.4378975877767871, 0.43582283356712814, 0.4535177262333353, 0.4439406464587192, 0.443857698168043, 0.45217025492040885, 0.44022471481025427]",0.4435388009629184,0.006132319485899401,"[0.7131907085658926, 0.7146473461947437, 0.7219882609019388, 0.7275472392196863, 0.7030676736595467, 0.7149005054010891, 0.7087795263235255, 0.7049990424112096, 0.7170413154168367, 0.7120316191041516]",0.7138193237198621,0.006998635211106033,"[0.5545853445417825, 0.5750580376821229, 0.5578897981602509, 0.5622975552856324, 0.5639954058671857, 0.5803247244858867, 0.5625689983219998, 0.5590137135045959, 0.5686076698793655, 0.5465228230168871]",0.5630864070745709,0.009289198595408114,"[0.6439958382403093, 0.678296311966716, 0.6690362344353962, 0.6629073141950379, 0.6574363224724249, 0.6929817214964566, 0.6479690185475828, 0.6510735984416698, 0.6647730243886162, 0.6439626425691599]",0.6612432026753369,0.015047620592297107,"[0.34174136688900214, 0.3333655400585167, 0.3221787611596963, 0.3269935095368621, 0.3259799713621965, 0.33704916074957114, 0.3376299186111089, 0.33684058474364, 0.34275754913445267, 0.3344680218173]",0.3339004384062347,0.0064872332673360225
25,gradient_boosting_model,Roche 2023,Outter Clusters,"[0.5721202959376817, 0.5761916968768346, 0.5746306251791594, 0.5744572004278252, 0.5659168490697937, 0.5830342290295738, 0.569960697944971, 0.5767266799624726, 0.5792367946627784, 0.5761263346599529]",0.5748401403751042,0.004522564202593861,"[0.5831446398047981, 0.5874339816017647, 0.583934591747725, 0.585027112415691, 0.5808007050545357, 0.5959985921936681, 0.5797898078863576, 0.5855954490053807, 0.5933442224686976, 0.5833554861594774]",0.5858424588338096,0.004917716267655219,"[0.4465639759901669, 0.4576880842274632, 0.44754018645688254, 0.4369543482026132, 0.44593767037223886, 0.4575511724524085, 0.44643149878765626, 0.4465413349821592, 0.4513730747202082, 0.45131922058296087]",0.44879005667747573,0.005782369361132079,"[0.6796981457644865, 0.6752399059566474, 0.683763659517586, 0.6924660159828093, 0.6636969194527413, 0.6829931331924515, 0.673861902740962, 0.6814818203243632, 0.6864789049220632, 0.6827248109062378]",0.6802405218760348,0.007454930620318807,"[0.5611765934204482, 0.5742848165324105, 0.5645659062959313, 0.5600623997965755, 0.5657860916856972, 0.5913122769881544, 0.5619566834605378, 0.5719442270917978, 0.5673352520780451, 0.5617452545611972]",0.5680169501910795,0.008949074815377461,"[0.57002454209541, 0.5851745389256711, 0.5749418684366805, 0.5733526362490076, 0.5726611065898445, 0.610776606750291, 0.5716298045971171, 0.5958365481696306, 0.5903421466367028, 0.5786266512965661]",0.5823366449746921,0.012538819913162845,"[0.36727344848812815, 0.3758511071497622, 0.3664556618735267, 0.3531879961937765, 0.36550983854310015, 0.3658044215499756, 0.36622196246703637, 0.35711630280154916, 0.36537263783929935, 0.36996601788682215]",0.3652759394792976,0.0059426353549501786
