,Model,train_data,test_data,Balanced Accuracy,Balanced Accuracy Avg,Balanced Accuracy Std,ROC AUC,ROC AUC Avg,ROC AUC Std,F1 Score,F1 Score Avg,F1 Score Std,F0 Score,F0 Score Avg,F0 Score Std,AU-PR-C,AU-PR-C Avg,AU-PR-C Std,Precision 1,Precision 1 Avg,Precision 1 Std,Recall 1,Recall 1 Avg,Recall 1 Std
10,knn_model,Dreher 2016,Outter Clusters,"[0.5491250100714958, 0.550108536924803, 0.5528973478545932, 0.5551616883673286, 0.5354939051228764, 0.5428126528297377, 0.5458447570697817, 0.5444456709680643, 0.5505747476226261, 0.5372738493084647, 0.5483516254736662, 0.5480127795435061]",0.5466752142630786,0.005644447340698414,"[0.5553247023221181, 0.5545052503726546, 0.5562108471520583, 0.5624059292864527, 0.5442142301517704, 0.5514513623826098, 0.5556851110175582, 0.5511950570787607, 0.5572753175077041, 0.543140166487664, 0.5585886869253784, 0.5512126220288075]",0.5534341068927947,0.005355434528589255,"[0.3571284668591767, 0.3599916183558008, 0.365296803652968, 0.37206367014935837, 0.345055260513851, 0.36173610103062853, 0.37533218696263876, 0.3483970105469023, 0.36168939142001993, 0.3300531752337877, 0.3746934064348579, 0.35646621289734054]",0.3589919420047776,0.012562360033977045,"[0.6904246030462763, 0.694780320442357, 0.6955144407373707, 0.6952734202198251, 0.6523428571428571, 0.6695475725236736, 0.6409703504043127, 0.6771413739401281, 0.6927485192892588, 0.6877652756017661, 0.6712183280230617, 0.6788753107601807]",0.6788835310109222,0.017061189976889938,"[0.5228674195264476, 0.5171801469687111, 0.5209435804031239, 0.5252640310397486, 0.5464602692818185, 0.5343309165026869, 0.5776351509341063, 0.5361448193194124, 0.5204342406707636, 0.5042065786969153, 0.5402402252657621, 0.5381392142684499]",0.5319872160731621,0.0177875406048649,"[0.5593184686579722, 0.5525300171526587, 0.5599827697609304, 0.5637484062898428, 0.5659133709981168, 0.5563741906675598, 0.6044813695871097, 0.5681093394077449, 0.556829817734999, 0.5311823726145977, 0.5670305676855896, 0.5749207786328655]",0.5633684557658323,0.016174028412111997,"[0.26230640228864555, 0.26696363824717706, 0.27105921601334443, 0.27765567765567767, 0.24819326863514352, 0.2679858049252608, 0.2721605078213557, 0.2512340082603002, 0.26782899921197795, 0.23940414967192764, 0.27978883861236803, 0.25831384114715755]",0.2635745293741947,0.01169875324797006
11,gaussianNB_model,Dreher 2016,Outter Clusters,"[0.5771098402936929, 0.5815290872932827, 0.587264366074355, 0.585322979013232, 0.5854628432928493, 0.5937155158473927, 0.5982720799692587, 0.5761220536942542, 0.5773110728784145, 0.5689862056075478, 0.5936136739590334, 0.5772214509793678]",0.5834942640752234,0.00833531407651653,"[0.5909067158163388, 0.6000892275477775, 0.6068162657523886, 0.6047603906481682, 0.5983322015694101, 0.609693462728454, 0.6096892122990003, 0.5880079214795104, 0.5911276381486197, 0.5819362166765047, 0.6097227922652766, 0.5892507713239021]",0.5983610680212793,0.009438920459081682,"[0.5775660385384321, 0.5794540419359093, 0.5841434049763667, 0.5833296049393764, 0.6125536134298759, 0.6025818129852808, 0.6290747969195063, 0.5870779048125498, 0.5762354528588295, 0.5733447594917843, 0.6030107526881722, 0.5873015873015873]",0.5913061475731393,0.016252971649252657,"[0.5547635059403722, 0.5568576589930057, 0.5658690997113863, 0.5627083626801896, 0.5459164369493541, 0.5698819405062638, 0.5631212723658051, 0.5486777099680326, 0.5544027666932695, 0.5350225362407114, 0.5696077923423656, 0.5511995318899942]",0.5565023845233957,0.009963155820782913,"[0.6474336605179505, 0.6508713218555576, 0.6545192094790275, 0.6547587795428285, 0.6837717503340911, 0.6734774993251917, 0.703408750399543, 0.6578673135302481, 0.6456647913774798, 0.6429166415965879, 0.6740744436988229, 0.6584112087989381]",0.6622646142046889,0.01725005798937826,"[0.5077026622793898, 0.5032834453268173, 0.510363098020882, 0.5094560800250079, 0.5535550554305243, 0.5408756627330255, 0.5882991318074191, 0.5240920958936625, 0.5037599528162784, 0.49444123128333656, 0.5418706518938418, 0.5252225519287834]",0.5252434682865808,0.02577244373837499,"[0.6697247706422018, 0.6827929141199627, 0.682860717264387, 0.6822605965463109, 0.6856287425149701, 0.6801806645875901, 0.6759238267966448, 0.6672710788757933, 0.6730693459416863, 0.6822131583614116, 0.6797026502908856, 0.6660225770365097]",0.6773042535815296,0.006443439368445697
12,rf_model,HiTEA 2024,Outter Clusters,"[0.5340621501234061, 0.5906210974456896, 0.5368784623690728, 0.5292385071708299, 0.5456852897515226, 0.5297583018071905, 0.5227022654622625, 0.5378726557280389, 0.5083543140638997, 0.5339311727052338, 0.5395064210064964, 0.5523234043813532]",0.5384111701679163,0.01898323133742588,"[0.5352676694661145, 0.5915767927895874, 0.5509956280884695, 0.5708095989161484, 0.5404194797238078, 0.554842629527948, 0.5271316995657437, 0.541345046191055, 0.5248576965599716, 0.5447032711004387, 0.5526679281689544, 0.5767387552882597]",0.5509463496155415,0.019288013261503763,"[0.5892330681313356, 0.6454342729715822, 0.590306302077221, 0.6835512732278045, 0.6531591303460242, 0.6647950045984801, 0.6625918889898406, 0.6438468644154778, 0.5921326591314694, 0.6488815072403592, 0.5942596597883907, 0.5766044268579202]",0.6287330048146588,0.03564189392279635,"[0.4146187050359712, 0.5280462744501103, 0.4784881983866149, 0.20275112703733672, 0.3817321688500728, 0.28937916880451514, 0.14216715665686686, 0.3780247356157017, 0.2750462595823421, 0.35454632191584773, 0.47925575812138943, 0.5278543849972422]",0.3709925216211676,0.11951949870221494,"[0.4851649695732182, 0.5865373034068249, 0.5615945220490268, 0.5770689836563566, 0.5556048995108399, 0.5643805165582684, 0.5140409018709555, 0.5472792806711255, 0.46680694319548866, 0.5575830143895867, 0.5573048638770368, 0.5769876656742831]",0.5458628220360843,0.03593892826704596,"[0.4848786972416085, 0.5911185588604944, 0.5526865179650587, 0.5376786487656995, 0.5489876458476322, 0.5396463654223969, 0.50411613146484, 0.5433050407067382, 0.45856608119781167, 0.5424331829225963, 0.5545494217761292, 0.56631042020889]",0.5353563926983247,0.0347369279594783,"[0.7508233841086867, 0.7107417201863745, 0.6334214834403727, 0.938043067623725, 0.8061224489795918, 0.8655155028989161, 0.966389591615468, 0.7900503778337532, 0.8354842094218865, 0.8073098282319514, 0.6400957058304999, 0.58727959697733]",0.7776064097623797,0.11380471896450779
13,gradient_boosting_model,HiTEA 2024,Outter Clusters,"[0.5023772568717613, 0.48737613642646255, 0.49081992756795834, 0.4912035967263513, 0.49413013738869166, 0.5022040321923896, 0.5154416573279113, 0.49017381444551283, 0.5063802719393605, 0.4941471148965089, 0.4812944794505071, 0.483903238677158]",0.49495430532588114,0.00948434416976255,"[0.5149926109762498, 0.49966324783758453, 0.502505079650351, 0.4948118818195756, 0.508924587031479, 0.504863250601169, 0.5224651268771574, 0.502224657021948, 0.5172896807680731, 0.5006722860840123, 0.4945482830058848, 0.49463874211335657]",0.5047999528155701,0.008908745863608188,"[0.3981884484178332, 0.3612892880051315, 0.3602595296025953, 0.37142857142857144, 0.35408112990638857, 0.39755543367546814, 0.40941792020928713, 0.3468027322854086, 0.41079757462686567, 0.3752553730489499, 0.3347667879589811, 0.34185094185094184]",0.3718078109180352,0.025427302097746133,"[0.5929020450385931, 0.5612469706983917, 0.5641988950276243, 0.560392944853762, 0.5726857887874837, 0.5641403548551669, 0.5931821594834059, 0.5708105769750716, 0.5937449750763788, 0.5634172805665011, 0.5614914958569559, 0.5648689625297812]",0.571923537479093,0.012806782838136199,"[0.4499957051862761, 0.4949748871218752, 0.5002093555424852, 0.4957015377723822, 0.5021191049433174, 0.503489442775955, 0.4860869625299707, 0.4973591387115426, 0.4449204613651262, 0.49803603982677386, 0.49545701470467346, 0.4911490367405025]",0.4882915572684066,0.018825857330134636,"[0.4645896239363162, 0.49724122710218494, 0.5060378218272955, 0.5070821529745042, 0.5084905660377359, 0.5253675709256574, 0.515934065934066, 0.5003562099263833, 0.4622752919564362, 0.5109034267912772, 0.4875933509997591, 0.4887587822014052]",0.4978858408844184,0.018453623532252952,"[0.3483944009880609, 0.2837174159425765, 0.2796876967636318, 0.2930361415438862, 0.2716049382716049, 0.3197630451222586, 0.33935670401156487, 0.26536523929471034, 0.3696359248767181, 0.2965258943561927, 0.25487973806825337, 0.2628463476070529]",0.29873445723720926,0.03567427182782416
14,lr_model,HiTEA 2024,Outter Clusters,"[0.48844984740702185, 0.4808907985829919, 0.48084932086261556, 0.4806883407259824, 0.4806994092044754, 0.48046504049159555, 0.4895443691270027, 0.48081035837052066, 0.4925809867072959, 0.4801908828477046, 0.48167911841655764, 0.48157722995448704]",0.48320214189152094,0.004147548515600078,"[0.49188565097246656, 0.4817907969826227, 0.4809418630671757, 0.4809065111168501, 0.48141654929716177, 0.4805986326516824, 0.4940172561415041, 0.4819054381718211, 0.497162227643967, 0.4811796842735694, 0.48093367816726273, 0.48212767366275583]",0.48457216351240334,0.005767292629234727,"[0.4896327989092106, 0.5217548948513415, 0.5235583045297435, 0.5233361619590253, 0.5219231932264893, 0.5233009708737864, 0.5141634285070676, 0.5215079748670856, 0.4897804334424053, 0.5223815732290309, 0.5243695441319107, 0.5220330798020042]",0.5164785298607584,0.012224579412452002,"[0.47980064216226576, 0.43792613636363636, 0.4363297223617189, 0.43619156868368225, 0.437406590278272, 0.4357943119793163, 0.46017145360115136, 0.4379789951745671, 0.4862231985100998, 0.4360384136060406, 0.4371592539454806, 0.4389172335600907]",0.44666146001886015,0.01751373883108184,"[0.4361019949312376, 0.485821248936795, 0.48795651308367766, 0.4877324647546387, 0.48608564765271167, 0.48789537823464557, 0.46681710566798695, 0.4857239202599748, 0.4309676728043729, 0.48750374653714257, 0.48790081671731694, 0.4854221351822993]",0.47632738706356653,0.01995909090791402,"[0.45070544447329697, 0.5015684907633322, 0.5049122807017544, 0.5044992403879864, 0.5019192741654065, 0.5045635384975428, 0.4827622673434856, 0.5011611704598236, 0.4468674281758394, 0.50298900047824, 0.5055523085914669, 0.5012752144678878]",0.49239797154217185,0.020352626467660374,"[0.5359201317414574, 0.5436343029845108, 0.5436343029845108, 0.5436343029845108, 0.5435878054925674, 0.5434837408621124, 0.5499337429225395, 0.5435768261964735, 0.541810932745777, 0.5433294588660725, 0.544641732779247, 0.5445843828715365]",0.5434809719526096,0.002947775527602381
15,mlp_model,HiTEA 2024,Outter Clusters,"[0.4623684014307967, 0.4572107585180842, 0.45778570178880074, 0.4582177070035981, 0.45526851624906073, 0.45775435593508856, 0.46158970756113554, 0.45473457460348443, 0.4652671633769939, 0.45322369965603576, 0.44502274980191364, 0.44529528294210907]",0.45614488490559174,0.005880870426713447,"[0.43870115835173473, 0.4338145491246963, 0.43486148896364746, 0.43549576056678097, 0.43135201962044734, 0.4344863856175029, 0.4360921917656755, 0.43236584735011363, 0.4418411654282442, 0.4302250065212864, 0.4244112702349264, 0.42700829610373514]",0.43338792830406586,0.004577821251209209,"[0.38327988499391796, 0.3814440592964083, 0.38385928608380754, 0.3839444115907747, 0.38100147275405005, 0.38414904628123614, 0.3841861731083288, 0.3810783017482004, 0.38400982636368713, 0.3778501628664495, 0.37413767796858943, 0.3712337805146251]",0.38084784029750623,0.004117924944329028,"[0.5362162162162162, 0.5086413966840471, 0.5066571986508077, 0.5073885802104268, 0.5057038692226273, 0.5064581111506102, 0.5247347967650456, 0.5052260716382854, 0.5425218725380437, 0.5036562518885599, 0.49268292682926834, 0.49656629688325415]",0.5113711323897662,0.014530819722171769,"[0.46872211000687747, 0.5113551928338025, 0.5149862895693197, 0.5148378456928528, 0.5080666485132928, 0.5144981529121315, 0.48837138230297206, 0.5115982991869654, 0.4650827361196719, 0.5101780528118578, 0.5337919607690333, 0.5298989310422508]",0.5059489668134189,0.020475550844235222,"[0.4140979689366786, 0.4603061587753649, 0.46457960644007157, 0.4648290674780741, 0.45852534562211983, 0.4645922746781116, 0.4414386239249414, 0.45717307014451886, 0.410381861575179, 0.4569439355075119, 0.4483729111697449, 0.4441326083143308]",0.44878111938055404,0.017970034779014845,"[0.35673116508851377, 0.32565168114847, 0.32703689711623224, 0.32703689711623224, 0.3259007306626354, 0.32745147466599445, 0.34007950849295265, 0.3267002518891688, 0.36082257895289055, 0.32209737827715357, 0.32099231834781516, 0.31889168765743076]",0.3316160474512908,0.013141801194493775
16,knn_model,HiTEA 2024,Outter Clusters,"[0.4989211579252461, 0.4838670239810956, 0.4866028474295427, 0.4864830421114854, 0.4835718490634162, 0.485648766606285, 0.49524145280326326, 0.4831379275752102, 0.49907342511485253, 0.4848867795472681, 0.4864376477081898, 0.48267592155383515]",0.48804565345164086,0.005808730601364797,"[0.4771392138567596, 0.45275794922723944, 0.4554808287280364, 0.4552582609295048, 0.4523218265829383, 0.45441430047756404, 0.46905205783875614, 0.4518646605842928, 0.4769477440857155, 0.4531249499120108, 0.45530175763585, 0.45139021611947694]",0.4587544804981787,0.009307090537412917,"[0.46513994910941475, 0.5040844539399271, 0.5070475949687124, 0.5068553737284387, 0.5043685963919794, 0.5067610261594844, 0.4898130393096836, 0.5036720858703158, 0.46316220924275026, 0.5067715722945957, 0.5069194312796208, 0.5031667398256726]",0.4973135060100496,0.015504843162346914,"[0.5325980610157431, 0.4636400706809841, 0.46615100280648913, 0.46610575278746835, 0.4627648702050828, 0.46453560159143914, 0.5006451612903225, 0.4625841092911031, 0.534517992003554, 0.46299677011655666, 0.4659503114092123, 0.4621546398750933]",0.478720361922754,0.026524051369514193,"[0.4782521229864285, 0.5136894581170939, 0.5173518121087906, 0.5169728316187886, 0.5140426196919902, 0.5176159066349503, 0.49703952261463424, 0.5126061394911104, 0.47123445866791436, 0.5155633750628406, 0.5179358717500901, 0.5116590250553777]",0.5069969286500008,0.015450317079036307,"[0.4600362391785786, 0.5030728709394205, 0.5090101522842639, 0.5086228759827542, 0.5033245514991845, 0.5081094779523568, 0.4873017765589603, 0.5020648229257915, 0.4525883648743366, 0.5061187685173257, 0.508751902587519, 0.5010615711252654]",0.4958386145354798,0.018618149421569943,"[0.4703581720872787, 0.5051001133358519, 0.5051001133358519, 0.5051001133358519, 0.5054169816074578, 0.5054197126291908, 0.492350319238646, 0.5052896725440806, 0.47424194732976604, 0.5074260622497739, 0.5051001133358519, 0.5052896725440806]",0.49884941613114026,0.012445266861028597
17,gaussianNB_model,HiTEA 2024,Outter Clusters,"[0.39668212180108164, 0.378248435459855, 0.3741910585619812, 0.37452302463710235, 0.3777314551472073, 0.3749573913237706, 0.37503055974829397, 0.3789097928312247, 0.39222500070880695, 0.37936027661012206, 0.37431563137490376, 0.37959313039443343]",0.3796473232165653,0.006966618135211489,"[0.35689603956015387, 0.3408809268504413, 0.3357307053182328, 0.3361198306059786, 0.3401759454946468, 0.3367774161599293, 0.33871830264451275, 0.3418353036557711, 0.3536539620415551, 0.34186970311308273, 0.3357080337767246, 0.3427767997785799]",0.34176191408330076,0.006543239723661712,"[0.37726604605585495, 0.3700620953890871, 0.3700620953890871, 0.3700620953890871, 0.37001784651992864, 0.370027139736546, 0.36521320163815946, 0.37010111691229924, 0.370162204802051, 0.368773031254265, 0.3700620953890871, 0.37010111691229924]",0.37015917378231267,0.0025326784027437828,"[0.4149866519377704, 0.3843770174306004, 0.3764059639026942, 0.3770577475829632, 0.3833861680791874, 0.37785186637902857, 0.38484883856659274, 0.38561206729839487, 0.4125086226718786, 0.3871737114085067, 0.37665054255458225, 0.38695568276837977]",0.38731790671504823,0.01245370478460042,"[0.3793802855360979, 0.42314531188731414, 0.4241557202181749, 0.42406525995071737, 0.4233373919975046, 0.42452141721394154, 0.399357721509691, 0.42321387984854614, 0.3718261014883341, 0.4254626830984089, 0.42407350369188673, 0.42306241950591555]",0.41380014132887766,0.018432179520287435,"[0.36001496166074437, 0.38918994025288317, 0.38918994025288317, 0.38918994025288317, 0.38923654568210264, 0.38965565314373346, 0.3651692159460436, 0.3893756083993881, 0.34914434523809523, 0.3909709159311243, 0.38918994025288317, 0.3893756083993881]",0.38164188461767945,0.013998828540126296,"[0.3962536023054755, 0.35272635688200477, 0.35272635688200477, 0.35272635688200477, 0.3526077097505669, 0.3522813208974036, 0.36525719792796046, 0.3526448362720403, 0.3938726261672437, 0.34896035128503167, 0.35272635688200477, 0.3526448362720403]",0.36045232570048186,0.015923723499085753
18,rf_model,AZ ELN 2023,Outter Clusters,"[0.4976294729353684, 0.5707829160048026, 0.5006893785941205, 0.514734746424476, 0.4970263450362052, 0.500393062359043, 0.49919255482838226, 0.5027656928723684, 0.5579760624635559, 0.49582488746214726, 0.5096250703038392, 0.5246663398331031]",0.5142755440931176,0.023953006963499134,"[0.5950029916659505, 0.5830293206607395, 0.6073704602176986, 0.6227489319102226, 0.5817171552478229, 0.6017236694966083, 0.6065172821887697, 0.6013034105647486, 0.5738528713264933, 0.5716504080996799, 0.5530259003734337, 0.5678690310689952]",0.5888176194017636,0.019347713474350766,"[0.034120461874544886, 0.4126537355442697, 0.005885237861696911, 0.16030658838878017, 0.045390603019788055, 0.0025580480125934673, 0.008403361344537815, 0.020663291662361815, 0.4942168414225489, 0.052056317154501666, 0.16126889221059623, 0.13588553018099117]",0.12778407572310088,0.156852379523695,"[0.6931694259938534, 0.7018481130610343, 0.703455540275624, 0.7107140850609585, 0.6917229473939247, 0.7048960819700762, 0.7064311481527553, 0.7100779935769995, 0.6184768427919113, 0.6876259080642207, 0.688732741617357, 0.7143975696075668]",0.6942956997971902,0.024418448327822445,"[0.5193389983685404, 0.48743544540627237, 0.5378558479339607, 0.5118902510097318, 0.4938205266016998, 0.5095505885952563, 0.5312408846581661, 0.5419130220158793, 0.5284997533203488, 0.5088582058297637, 0.501619975946379, 0.5162701450876814]",0.5156911370644733,0.016258091342483655,"[0.4039408866995074, 0.5767060030785018, 0.6122448979591837, 0.5276435856146001, 0.40672268907563025, 0.6842105263157895, 0.37383177570093457, 0.6329113924050633, 0.538008943280772, 0.3991477272727273, 0.5121308016877637, 0.7029411764705882]",0.5308700337967552,0.11037999259889553,"[0.0178125339415662, 0.32126524390243905, 0.0029568302779420462, 0.0945101432554562, 0.024036551450139054, 0.0012814194184327255, 0.004249442260703283, 0.010503098414032139, 0.4570171931227509, 0.027843836702338486, 0.09570273999605756, 0.07521242001468582]",0.09436595439637861,0.13867649417360578
19,gradient_boosting_model,AZ ELN 2023,Outter Clusters,"[0.526468444377232, 0.5347109202201462, 0.5282162978651227, 0.5394964474463162, 0.5242831165470536, 0.5279493407991259, 0.530045100344256, 0.5270790827490921, 0.5311012768031524, 0.5254106389946979, 0.49239172793309915, 0.4912496791126116]",0.5232001727659922,0.014596926759492332,"[0.44901631330997294, 0.4723687528001941, 0.4459287877061349, 0.46340151641283567, 0.4497836271157876, 0.45618463759717226, 0.4569112738307583, 0.4514041551395326, 0.44779641787625146, 0.45372835168439746, 0.45497943024649445, 0.4538011846071104]",0.45460870402722015,0.007003905736730236,"[0.6323819256880064, 0.6080214236781466, 0.6288656391300043, 0.6142821222026653, 0.6295009686685817, 0.6263260517531974, 0.6245179550681055, 0.621450885109337, 0.6372017353579176, 0.6312609104337317, 0.59725935828877, 0.5919502045669126]",0.6202515983287814,0.013804505218473404,"[0.192689964732286, 0.23356064296151974, 0.2009521779293683, 0.23519880344010968, 0.1929569266589057, 0.2070271407532085, 0.20863470285586458, 0.19595989383662638, 0.2086352210557445, 0.20232389251997096, 0.17295813315030886, 0.15959668707238028]",0.2008745155805245,0.020501955934875454,"[0.4222763300853688, 0.40682737844697753, 0.41441203764539025, 0.4034825790817131, 0.42098156232398914, 0.41813613487041035, 0.4153299642522836, 0.4112101992578772, 0.42271713057376514, 0.42418706727499966, 0.41491340430170776, 0.40938555387819775]",0.41532161183272337,0.006370922919533667,"[0.4762245066241548, 0.4516143954112314, 0.47273358805140675, 0.4563156665888396, 0.47423251132360345, 0.4711146465148653, 0.4681731381285805, 0.4640987091088185, 0.48205128205128206, 0.47735580828594637, 0.4518559724891271, 0.443978178766261]",0.46581236694534306,0.011633552956993547,"[0.9409145215596828, 0.9301638719512195, 0.9389907352651291, 0.9395250456686857, 0.9359356376638855, 0.9340561853129621, 0.9376394348241793, 0.9402373700241571, 0.939624150339864, 0.9316290130796671, 0.8806426177804061, 0.8878632120004196]",0.9281018162891881,0.019935862603142653
20,lr_model,AZ ELN 2023,Outter Clusters,"[0.4723746144769504, 0.48122939214869853, 0.47528556497069696, 0.48051234200361514, 0.4773255655815491, 0.47634554449991384, 0.47152838815726006, 0.4724322611824011, 0.4788201737808916, 0.47705575209315, 0.46010267207620714, 0.4564519841188921]",0.4732886879241855,0.007369224306935872,"[0.4269715210204642, 0.43953801971823625, 0.43202483360871474, 0.4386417766555934, 0.4342378898998574, 0.43321358625829387, 0.4258290213195076, 0.42697659606086447, 0.43630121142403955, 0.4350374899516898, 0.42499717774513107, 0.41741927892504815]",0.43093236688228664,0.006269657683527302,"[0.43385098208971373, 0.4334828101644245, 0.44315400489513845, 0.43413338219127884, 0.4458623544883347, 0.44286673702388946, 0.4294651235533313, 0.4287698718938108, 0.44776119402985076, 0.44937721126350993, 0.4111715274345032, 0.3947550034506557]",0.4328875168732034,0.015339610188052442,"[0.5109147852101155, 0.5273421261479158, 0.5069895899723815, 0.5253937764118325, 0.5085741436655004, 0.5093781683001014, 0.5134702587356629, 0.5159349522605398, 0.5098262853132128, 0.5044274809160305, 0.5089859851607584, 0.5178261788961726]",0.513255310915852,0.006852609266282163,"[0.418746981298765, 0.3958099313706232, 0.4143509682642017, 0.3976057562101582, 0.4196420458813782, 0.41359289403047733, 0.40757446639045347, 0.4057095133536267, 0.42523293377901783, 0.42293013690015474, 0.4080031815521785, 0.3975623082530714]",0.4105634264403422,0.009724068670854047,"[0.43228380418373946, 0.4131767550297902, 0.4318585726311851, 0.41457440293937536, 0.43744623912835706, 0.4313615549948603, 0.42163988125703755, 0.42022993142396126, 0.44281524926686217, 0.4398064699743857, 0.41243554145180483, 0.39961306964746346]",0.4247701226607352,0.01263705071071959,"[0.4354295644618225, 0.45588795731707316, 0.4550561797752809, 0.4556292664166907, 0.4546086611044895, 0.45500246426811236, 0.4375863167959205, 0.43766411091271923, 0.4528188724510196, 0.4593737613951645, 0.40991523753203235, 0.390013636840449]",0.4415821691058979,0.02063048753648293
21,mlp_model,AZ ELN 2023,Outter Clusters,"[0.4433492193781404, 0.4546505662147397, 0.4401749163213757, 0.4533236719733797, 0.4457755005704689, 0.4413346821102272, 0.43527166326378086, 0.43793361181099255, 0.44588366981415234, 0.4486071811788125, 0.5098129911768223, 0.5308191707148143]",0.45724473704397556,0.02905064152929167,"[0.40625594752402316, 0.4246001187260158, 0.4074859501445016, 0.42297397991679264, 0.412507671860905, 0.40907023575035034, 0.40004117402698114, 0.40290372587737827, 0.41274816630553934, 0.4157425510917765, 0.5111241645999322, 0.5320855223530612]",0.42979493401477137,0.04186082296508349,"[0.33316977428851813, 0.3411364339486439, 0.34512037833190023, 0.34109496275459705, 0.3452610685339362, 0.34451973754974724, 0.3323273360417876, 0.33210713875158066, 0.3461130643451085, 0.35036898336821237, 0.5313105773282765, 0.5604297224709043]",0.37524659814276773,0.07674125755530069,"[0.5387356809503606, 0.5615564095525666, 0.5270144387517466, 0.5587301587301587, 0.5351340771188099, 0.5298565036259837, 0.5294117647058824, 0.5347533632286996, 0.5333917406714189, 0.5355905511811023, 0.4642581888246628, 0.4580289093298292]",0.5255384822226018,0.030634260000829784,"[0.49246119798292387, 0.47958016788667396, 0.4931092371585191, 0.48047676559617863, 0.4971063558634873, 0.49252517983426125, 0.48274612434766295, 0.48184109406229336, 0.500127057276329, 0.5017829884062837, 0.615552145715623, 0.6359436467808541]",0.5127709967425907,0.05121288815121988,"[0.38269691418909396, 0.3717689368397393, 0.37946112030252893, 0.37221464301955437, 0.38802825628950305, 0.37909811812048766, 0.366253038249968, 0.36676399644534724, 0.3917877447883765, 0.3943714356558393, 0.464075382803298, 0.4720626256822752]",0.39404851769883437,0.034262125463830485,"[0.2949929401542305, 0.3151676829268293, 0.31647940074906367, 0.31477742524757235, 0.3109852999602702, 0.3157220305569246, 0.30415382980983746, 0.30343451318138853, 0.30997600959616156, 0.315200158541419, 0.6213286024048886, 0.6894996328542956]",0.3676431271652401,0.12959149596409317
22,knn_model,AZ ELN 2023,Outter Clusters,"[0.49921421067138533, 0.5000849396818271, 0.4976196370204319, 0.5007485208973809, 0.49984835978676356, 0.49871868636160843, 0.49699926611109313, 0.4969427169511491, 0.5001214873272305, 0.5003117718970582, 0.5066366530919832, 0.5052509908310875]",0.50020810338575,0.002858868943042179,"[0.4179725129113338, 0.4337177284548861, 0.4184103656384232, 0.4336198271912708, 0.4245513882815912, 0.42076242510671374, 0.41319475998206306, 0.41458989488132497, 0.4234809985310019, 0.4263324094127643, 0.4385817995361775, 0.4343446752906336]",0.4249632321015154,0.008087315338583397,"[0.5963739724975032, 0.572202690062252, 0.5920497753197373, 0.5744805958447667, 0.5959627874319817, 0.5912857340146389, 0.5870271867612293, 0.5849983622666229, 0.599488345650938, 0.5982990089266886, 0.5899087113438539, 0.5818942961800104]",0.588664288858352,0.008547371547460316,"[0.2407514450867052, 0.24362703165098373, 0.2357207615593835, 0.2448695652173913, 0.24267947621241034, 0.23890960524623892, 0.23445631333881128, 0.23454386789286433, 0.24277844954991268, 0.2432468220338983, 0.28580231698299235, 0.28878433367243134]",0.2480141657036686,0.01791162991187117,"[0.4497936120587687, 0.4341416438412655, 0.4466855791937784, 0.4350804865554187, 0.4511994891650686, 0.4468904882563065, 0.4397853718596933, 0.43839616854021657, 0.4541360586917509, 0.45392123092936604, 0.43572070862253176, 0.4264046211663688]",0.44267962157337776,0.008589094379973815,"[0.46134189100849826, 0.4325352318720437, 0.4559199318568995, 0.4350601157785364, 0.46087853613509255, 0.4550188639141293, 0.4499688544085169, 0.44759411895745155, 0.46504961411245865, 0.4635660603420107, 0.4601457275336719, 0.45200627141280997]",0.45325710144434334,0.010130023036763327,"[0.8431628109047464, 0.8450838414634146, 0.8440764833431894, 0.845399480819152, 0.843067143424712, 0.8440611138491868, 0.8441517050887071, 0.8441340195357631, 0.8432626949220312, 0.8434403487911217, 0.8216045732308299, 0.8165320465750551]",0.8398313551623259,0.009368049256721397
